Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A830557,Max,3/11/2021 12:37,3/11/2021 12:37,16901 Hayride Circle in Travis (TX),Owner Surrender,Injured,Dog,Neutered Male,2 months,German Shepherd Mix,Chocolate/Tan
A830560,Lucy,3/11/2021 12:36,3/11/2021 12:36,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Labrador Retriever,Black
A759729,*Pocky,3/11/2021 12:36,3/11/2021 12:36,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Pit Bull Mix,Black
A830561,Romeo,3/11/2021 12:13,3/11/2021 12:13,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,9 years,Yorkshire Terrier/Miniature Poodle,Brown/Black
A830559,*Timmy,3/11/2021 12:06,3/11/2021 12:06,Pansy Trail And Avenue N in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White
A830556,*Cornelia,3/11/2021 11:04,3/11/2021 11:04,6600 Elm Creek Drive Unit 130 in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,White/Black
A830553,,3/11/2021 10:41,3/11/2021 10:41,El Dorado Drive And El Rey in Travis (TX),Wildlife,Sick,Other,Unknown,1 year,Fox,Brown/Black
A830551,Otis,3/11/2021 8:31,3/11/2021 8:31,1201 North Interstate Highway 35 in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Labrador Retriever,Yellow
A474506,Amaya,3/10/2021 20:19,3/10/2021 20:19,2304 Elara Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,14 years,Pit Bull/German Shepherd,Tan
A830538,*Murphy,3/10/2021 19:01,3/10/2021 19:01,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Male,2 years,Flat Coat Retriever,Black/Chocolate
A817074,*Tahini,3/10/2021 17:12,3/10/2021 17:12,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,White/Brown
A830535,*Trusty,3/10/2021 16:57,3/10/2021 16:57,6121 Kellam Road in Austin (TX),Stray,Injured,Dog,Intact Male,8 years,Labrador Retriever,Red/White
A830516,,3/10/2021 16:50,3/10/2021 16:50,4100 Westlake High School in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Bat,Brown
A830533,,3/10/2021 16:16,3/10/2021 16:16,2402 Rae Dell in Austin (TX),Stray,Nursing,Cat,Intact Female,1 day,Domestic Shorthair,Brown Tabby/White
A830532,,3/10/2021 16:14,3/10/2021 16:14,2402 Rae Dell in Austin (TX),Stray,Nursing,Cat,Intact Female,1 day,Domestic Shorthair,Blue Tabby
A830531,,3/10/2021 16:11,3/10/2021 16:11,2402 Rae Dell in Austin (TX),Stray,Nursing,Cat,Intact Female,1 day,Domestic Shorthair,Black
A830529,,3/10/2021 15:58,3/10/2021 15:58,2402 Rae Dell in Austin (TX),Stray,Nursing,Cat,Intact Male,1 day,Domestic Shorthair,Orange Tabby
A830528,,3/10/2021 15:54,3/10/2021 15:54,2910 Gonzales Street in Austin (TX),Stray,Medical,Cat,Unknown,1 week,Domestic Shorthair,Calico
A830530,,3/10/2021 15:54,3/10/2021 15:54,2910 Gonzales Street in Austin (TX),Stray,Nursing,Cat,Unknown,1 week,Domestic Shorthair,Calico
A830526,*Bravo,3/10/2021 15:38,3/10/2021 15:38,4800 Copperbend Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd/Labrador Retriever,Black/Tan
A830525,Luna,3/10/2021 15:32,3/10/2021 15:32,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 months,Shiba Inu Mix,Black/White
A830527,,3/10/2021 15:27,3/10/2021 15:27,2402 Rae Dell in Austin (TX),Stray,Nursing,Cat,Intact Female,2 years,Domestic Shorthair,Torbie
A830508,,3/10/2021 14:16,3/10/2021 14:16,4506 Caswell Avenue in Austin (TX),Stray,Sick,Cat,Spayed Female,5 months,Domestic Shorthair,Black
A830514,,3/10/2021 14:14,3/10/2021 14:14,12101 North Lamar Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,9 months,Domestic Shorthair,Brown Tabby/White
A830221,Millie,3/10/2021 13:40,3/10/2021 13:40,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Old English Sheepdog Mix,Black/White
A830502,*Tootsie,3/10/2021 13:25,3/10/2021 13:25,1221 Algarita Avenue in Austin (TX),Stray,Sick,Dog,Intact Female,2 months,Boxer Mix,Tricolor
A830501,,3/10/2021 13:17,3/10/2021 13:17,Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Lizard,Green/Brown
A830500,167G No Mark,3/10/2021 13:07,3/10/2021 13:07,2501 Wickersham Lane in Austin (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Shorthair,Brown Tabby/Black
A830498,169G Pink,3/10/2021 13:07,3/10/2021 13:07,2501 Wickersham Lane in Austin (TX),Stray,Nursing,Cat,Intact Female,1 weeks,Domestic Shorthair,Brown Tabby/Black
A830493,288G Red,3/10/2021 13:07,3/10/2021 13:07,2501 Wickersham Lane in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby
A830495,306G Green,3/10/2021 13:07,3/10/2021 13:07,2501 Wickersham Lane in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby/White
A830494,282G Yellow,3/10/2021 13:07,3/10/2021 13:07,2501 Wickersham Lane in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby
A830496,182G Orange,3/10/2021 13:07,3/10/2021 13:07,2501 Wickersham Lane in Austin (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Shorthair,Brown Tabby/Black
A830497,175G Blue,3/10/2021 13:07,3/10/2021 13:07,2501 Wickersham Lane in Austin (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Shorthair,Brown Tabby/Black
A830499,166G Purple,3/10/2021 13:07,3/10/2021 13:07,2501 Wickersham Lane in Austin (TX),Stray,Nursing,Cat,Intact Female,1 weeks,Domestic Shorthair,Brown Tabby/Black
A830491,Basil,3/10/2021 12:53,3/10/2021 12:53,1113 East 2Nd Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Gray
A830489,Bean,3/10/2021 12:27,3/10/2021 12:27,Austin (TX),Owner Surrender,Injured,Dog,Intact Male,2 months,French Bulldog,Fawn
A830485,Coco,3/10/2021 12:24,3/10/2021 12:24,902 Romeria Drive in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Labrador Retriever,Chocolate/White
A830483,,3/10/2021 11:49,3/10/2021 11:49,600 Barwood Park in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Seal Point
A830479,*Frizzle,3/10/2021 11:44,3/10/2021 11:44,2416 West Slaughter Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Anatol Shepherd/Great Pyrenees,Tan/Black
A709091,Nina,3/10/2021 11:42,3/10/2021 11:42,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,6 years,Dachshund Mix,Brown
A830481,*Penelope,3/10/2021 11:11,3/10/2021 11:11,7002 Colony Park Drive in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,German Shepherd,Black/Brown
A830374,*Poppy Waddlesworth,3/10/2021 10:49,3/10/2021 10:49,5207 Halmark Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Blue Tabby
A830486,Romulus,3/10/2021 9:47,3/10/2021 9:47,1113 East 2Nd Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Gray
A830469,*Archie,3/10/2021 9:33,3/10/2021 9:33,10019 West Parmer Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Blue
A830468,Millie,3/10/2021 9:08,3/10/2021 9:08,13600 Coomes Drive in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Chihuahua Shorthair,Gray/White
A830460,*Penny,3/9/2021 19:39,3/9/2021 19:39,2301 Lake Austin Boulevard in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,Beagle/Labrador Retriever,Brown/Black
A830458,,3/9/2021 18:09,3/9/2021 18:09,11400 North Mopac in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A830452,,3/9/2021 16:52,3/9/2021 16:52,820 Sirocco Drive in Austin (TX),Wildlife,Injured,Other,Intact Male,2 years,Opossum,White/Gray
A830451,Trumbo,3/9/2021 16:31,3/9/2021 16:31,9500 Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Cairn Terrier Mix,Tan
A830449,Ruffy,3/9/2021 15:28,3/9/2021 15:28,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,German Shepherd/American Bulldog,Black
A830448,*T'Challa,3/9/2021 15:22,3/9/2021 15:22,8511 Burnet Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Akita Mix,Black/White
A830446,,3/9/2021 15:13,3/9/2021 15:13,311 West 35Th Street in Austin (TX),Stray,Sick,Cat,Intact Female,12 years,Domestic Shorthair,Tortie
A830428,,3/9/2021 14:22,3/9/2021 14:22,501 Strichen Drive in Travis (TX),Wildlife,Sick,Other,Unknown,2 years,Skunk,Black/White
A830175,*Ella,3/9/2021 14:15,3/9/2021 14:15,Woodhue And Armadillo in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,German Shepherd Mix,Black/Brown
A830437,*Weasley,3/9/2021 14:14,3/9/2021 14:14,1156 West Cesar Chavez in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Border Collie Mix,Brown/White
A830436,Wolfie,3/9/2021 13:56,3/9/2021 13:56,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Tonkinese,Chocolate Point
A830435,Benji,3/9/2021 13:51,3/9/2021 13:51,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair,Blue Tabby
A830434,Rowe,3/9/2021 13:46,3/9/2021 13:46,Rundberg And Hunter'S Trace in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Boxer Mix,Black/White
A830432,,3/9/2021 12:50,3/9/2021 12:50,Gambels Quail in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,White/Black
A830411,,3/9/2021 12:40,3/9/2021 12:40,12609 Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund/Rat Terrier,Brown/White
A830427,Naya,3/9/2021 12:07,3/9/2021 12:07,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black
A830433,Kiwi,3/9/2021 12:04,3/9/2021 12:04,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Chihuahua Shorthair/Dachshund,Black/Brown
A830431,Chema,3/9/2021 12:04,3/9/2021 12:04,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Dachshund/Chihuahua Shorthair,Black/Brown
A830413,,3/9/2021 11:10,3/9/2021 11:10,517 South Pleasant Valley Road in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Coyote,Red/Gray
A830425,Zoey,3/9/2021 10:55,3/9/2021 10:55,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull/Basset Hound,Blue/White
A830409,Mia,3/9/2021 7:34,3/9/2021 7:34,Austin (TX),Owner Surrender,Injured,Dog,Intact Female,4 months,Pug/Pomeranian,Cream
A830403,,3/8/2021 22:11,3/8/2021 22:11,9201 Burklund Farms Road in Travis (TX),Wildlife,Injured,Other,Unknown,1 year,Bat,Brown
A830398,Ginger,3/8/2021 19:14,3/8/2021 19:14,2347 Douglas Street in Austin (TX),Public Assist,Normal,Dog,Intact Female,6 years,Pit Bull/Labrador Retriever,Black/Brown
A830390,,3/8/2021 17:17,3/8/2021 17:17,124 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Papillon,Tricolor
A830387,,3/8/2021 17:17,3/8/2021 17:17,124 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Papillon Mix,Tricolor
A830386,*Seamus,3/8/2021 17:17,3/8/2021 17:17,124 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Papillon Mix,Tricolor
A830389,*Keeran,3/8/2021 17:17,3/8/2021 17:17,124 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Papillon Mix,Tricolor
A830388,Cillian,3/8/2021 17:17,3/8/2021 17:17,124 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Papillon,Tricolor
A828280,Reggie,3/8/2021 16:59,3/8/2021 16:59,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Labrador Retriever Mix,Yellow/White
A830392,*Scotty,3/8/2021 16:46,3/8/2021 16:46,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Yorkshire Terrier,Brown/Black
A830384,*Cora,3/8/2021 15:56,3/8/2021 15:56,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Torbie
A830362,*Biggie Smalls,3/8/2021 15:53,3/8/2021 15:53,1400 Brighton Circle in Austin (TX),Stray,Medical,Dog,Intact Male,5 years,American Pit Bull Terrier/Basset Hound,Black/White
A804495,Peewee,3/8/2021 15:50,3/8/2021 15:50,1127 Chicon Street in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Chihuahua Shorthair/Cairn Terrier,Black/Tan
A830385,Eevee,3/8/2021 15:46,3/8/2021 15:46,3308 Thompson Street in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Black
A830381,*Shilo,3/8/2021 15:41,3/8/2021 15:41,8330 Linden Road in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Shepherd/Great Pyrenees,Blue Tick
A830379,,3/8/2021 15:39,3/8/2021 15:39,49Th And Airport in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Brown Tabby/White
A830383,,3/8/2021 15:14,3/8/2021 15:14,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Black
A773315,Tofu,3/8/2021 15:10,3/8/2021 15:10,5100 Caswell in Austin (TX),Stray,Injured,Dog,Neutered Male,3 years,Pit Bull Mix,White/Brown
A830371,*Lily,3/8/2021 13:36,3/8/2021 13:36,Estrellas Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Gray/White
A830360,Rosie,3/8/2021 13:36,3/8/2021 13:36,6330 Harold Court in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,American Staffordshire Terrier,Red/White
A830349,,3/8/2021 13:34,3/8/2021 13:34,24900 Pedernales Canyon in Travis (TX),Wildlife,Sick,Other,Unknown,2 years,Fox,Brown/Gray
A830368,*Paddy,3/8/2021 13:15,3/8/2021 13:15,2407 Berkeley in Austin (TX),Stray,Injured,Dog,Intact Male,14 years,Boxer/American Staffordshire Terrier,Tan/White
A830361,*Frankie,3/8/2021 13:09,3/8/2021 13:09,Cedarspur Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Black/White
A830372,Tigger,3/8/2021 12:54,3/8/2021 12:54,Travis (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby
A830373,*Claire,3/8/2021 12:54,3/8/2021 12:54,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby
A830091,Meg,3/8/2021 12:25,3/8/2021 12:25,6Th Street And Live Oak in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Black/Brown
A830354,*Jibbitz,3/8/2021 12:15,3/8/2021 12:15,River Plantation Drive And Zoeller Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/German Shepherd,Tan/White
A830363,Bella,3/8/2021 12:09,3/8/2021 12:09,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,5 years,Domestic Shorthair,Blue Tabby
A830355,,3/8/2021 11:35,3/8/2021 11:35,5020 Maufrais Lane in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Blue Tabby
A830359,,3/8/2021 10:15,3/8/2021 10:15,19409 Smith Gin Street in Manor (TX),Stray,Normal,Cat,Intact Female,7 months,Domestic Shorthair,Calico
A830343,,3/8/2021 10:15,3/8/2021 10:15,1513 Forest Trail in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Raccoon,Brown
A830356,Nala,3/8/2021 10:04,3/8/2021 10:04,Manor (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Pit Bull,Fawn
A830337,93 Grams,3/8/2021 7:58,3/8/2021 7:58,Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Male,4 days,Domestic Shorthair,Lynx Point
A830340,102 Grams,3/8/2021 7:58,3/8/2021 7:58,Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Female,4 days,Domestic Shorthair,Blue Tabby
A830339,93 Grams,3/8/2021 7:58,3/8/2021 7:58,Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Male,4 days,Domestic Shorthair,Brown Tabby
A830341,138 Grams,3/8/2021 7:58,3/8/2021 7:58,Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Male,4 days,Domestic Shorthair,Brown Tabby/White
A830331,,3/7/2021 19:47,3/7/2021 19:47,901 Totis in Austin (TX),Stray,Normal,Bird,Unknown,2 months,Quail,Brown
A731794,*Obsidian,3/7/2021 19:43,3/7/2021 19:43,204 Lemon Light Lane in Pflugerville (TX),Stray,Normal,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black
A830324,Dexter,3/7/2021 16:26,3/7/2021 16:26,820 Blackson Avenue in Austin (TX),Public Assist,Normal,Dog,Neutered Male,11 years,Shih Tzu Mix,Tan
A830325,,3/7/2021 15:29,3/7/2021 15:29,Fm 812 in Travis (TX),Stray,Sick,Dog,Intact Male,3 weeks,Chihuahua Longhair,Brown/Tan
A830326,,3/7/2021 15:29,3/7/2021 15:29,Fm 812 in Travis (TX),Stray,Sick,Dog,Intact Female,3 weeks,Chihuahua Shorthair,Brown/Tan
A830327,,3/7/2021 15:29,3/7/2021 15:29,Fm 812 in Travis (TX),Stray,Sick,Dog,Intact Female,3 weeks,Chihuahua Longhair,Brown/Tan
A830329,*Rhiannon,3/7/2021 15:29,3/7/2021 15:29,Fm 812 in Travis (TX),Stray,Sick,Dog,Intact Female,7 months,Chihuahua Shorthair,Blue
A830328,,3/7/2021 15:23,3/7/2021 15:23,1912 East William Cannon in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Black
A740886,Choco,3/7/2021 15:18,3/7/2021 15:18,15205 Spruce Frost Cove in Travis (TX),Stray,Injured,Dog,Intact Male,4 years,Pit Bull Mix,White/Brown
A813886,Chula,3/7/2021 14:51,3/7/2021 14:51,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Shorthair,Black/White
A830319,,3/7/2021 14:49,3/7/2021 14:49,9203 Chisholm Lane in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Fox,Brown/Gray
A759467,Yeyo,3/7/2021 11:38,3/7/2021 11:38,1311 South Meadows Drive in Austin (TX),Stray,Injured,Dog,Neutered Male,5 years,Pit Bull Mix,White
A830311,,3/7/2021 10:05,3/7/2021 10:05,9900 David Moore Drive in Austin (TX),Stray,Nursing,Cat,Intact Male,2 days,Domestic Shorthair,Orange Tabby/White
A830109,Chopper,3/7/2021 9:00,3/7/2021 9:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,Black/White
A684992,Reno,3/7/2021 8:30,3/7/2021 8:30,4614 Oakmont Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,7 years,Catahoula/Beagle,White/Tan
A827162,Rocky,3/6/2021 15:43,3/6/2021 15:43,Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull,Blue/White
A830294,,3/6/2021 15:01,3/6/2021 15:01,William Cannon And Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Cairn Terrier/Chihuahua Longhair,Buff
A830275,,3/6/2021 9:35,3/6/2021 9:35,3101 West Wells Branch Parkway in Travis (TX),Wildlife,Injured,Other,Unknown,2 years,Opossum,Brown/White
A830265,,3/5/2021 22:07,3/5/2021 22:07,14101 Stoked Plains in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown
A830268,*Sunny,3/5/2021 17:25,3/5/2021 17:25,105 Laguna Court in Bastrop (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Gold
A830267,Manchas,3/5/2021 17:25,3/5/2021 17:25,Outside Jurisdiction,Stray,Normal,Dog,Intact Male,2 years,Collie Smooth Mix,Tricolor
A830266,,3/5/2021 17:11,3/5/2021 17:11,1327 Creedmore in Travis (TX),Stray,Normal,Dog,Intact Female,3 months,German Shepherd,Black/Brown
A783382,*Borf,3/5/2021 16:30,3/5/2021 16:30,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,White/Black
A830259,*Memnon,3/5/2021 16:28,3/5/2021 16:28,Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Dutch Shepherd Mix,Brown Brindle
A829298,*Piper,3/5/2021 16:06,3/5/2021 16:06,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A830256,Kira,3/5/2021 15:35,3/5/2021 15:35,Austin (TX),Owner Surrender,Sick,Cat,Intact Female,4 years,Domestic Shorthair,Calico
A830052,*Major,3/5/2021 15:04,3/5/2021 15:04,Pflugerville (TX),Stray,Normal,Dog,Intact Male,1 year,Dutch Shepherd/German Shepherd,Black/Brown Brindle
A830251,*Greta,3/5/2021 14:31,3/5/2021 14:31,Cesar Chavez And North Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd,Brown/Black
A830250,*Hansel,3/5/2021 14:31,3/5/2021 14:31,Cesar Chavez And North Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,German Shepherd Mix,Brown/Black
A830248,Macintosh,3/5/2021 14:20,3/5/2021 14:20,6636 West William Cannon Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Collie Rough,Tricolor
A830246,*Aya,3/5/2021 12:53,3/5/2021 12:53,1200 Estancia Parkway in Travis (TX),Stray,Normal,Dog,Intact Female,2 months,Plott Hound Mix,Black Brindle
A830245,Felicity,3/5/2021 12:04,3/5/2021 12:04,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,12 years,Domestic Shorthair,Orange/White
A830243,Muscles,3/5/2021 11:37,3/5/2021 11:37,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,15 years,Rat Terrier,White/Black
A830242,*Malachite,3/5/2021 11:05,3/5/2021 11:05,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull,Black/White
A653825,Frack,3/5/2021 10:49,3/5/2021 10:49,401 Wimberley Street in Williamson (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,Pit Bull Mix,Red/White
A716774,Frick,3/5/2021 10:49,3/5/2021 10:49,401 Wimberley Street in Williamson (TX),Owner Surrender,Normal,Dog,Neutered Male,8 years,Pit Bull Mix,Red/White
A830240,Simba,3/5/2021 10:30,3/5/2021 10:30,8010 Tapo  Lane in Travis (TX),Stray,Injured,Cat,Neutered Male,10 years,Domestic Shorthair,Orange Tabby/White
A830241,,3/5/2021 10:29,3/5/2021 10:29,2422 Wilson Street in Austin (TX),Stray,Injured,Cat,Spayed Female,2 years,Domestic Shorthair,Black
A830239,,3/5/2021 9:52,3/5/2021 9:52,700 Lavaca Street in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Bat,Black
A830233,,3/5/2021 9:30,3/5/2021 9:30,Outside Jurisdiction,Wildlife,Sick,Other,Unknown,1 year,Fox,Gray
A830234,Lucky,3/5/2021 8:28,3/5/2021 8:28,Austin (TX),Owner Surrender,Injured,Cat,Intact Female,3 weeks,Domestic Shorthair,Black
A830232,Rocker,3/5/2021 8:11,3/5/2021 8:11,Higgins in Austin (TX),Stray,Injured,Cat,Neutered Male,6 years,Domestic Shorthair,Orange Tabby
A830222,,3/4/2021 17:23,3/4/2021 17:23,5325 Bonneville Bend in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown
A830125,Buddy,3/4/2021 16:05,3/4/2021 16:05,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,White
A692104,Roxy,3/4/2021 15:26,3/4/2021 15:26,Woodland Village Drive And Robin Ridge in Austin (TX),Stray,Normal,Dog,Spayed Female,8 years,Staffordshire Mix,White/Tan
A830220,,3/4/2021 15:26,3/4/2021 15:26,Woodland Village Drive And Robin Ridge in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pointer Mix,White/Brown
A830219,,3/4/2021 14:46,3/4/2021 14:46,Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown
